,REF_DATE,GEO,Institution type,Registration status,Sex,VALUE
783613,1998/1999,Canada,University,Part-time student,Females,
783733,1998/1999,Canada,University,Full-time student,Males,
783734,1998/1999,Canada,University,Full-time student,Females,
783736,1998/1999,Canada,University,Part-time student,Males,
783737,1998/1999,Canada,University,Part-time student,Females,
783847,1998/1999,Canada,University,Full-time student,Males,
783848,1998/1999,Canada,University,Full-time student,Females,
784019,1998/1999,Canada,University,Full-time student,Males,18.0
784020,1998/1999,Canada,University,Full-time student,Females,6.0
784022,1998/1999,Canada,University,Part-time student,Males,9.0
784023,1998/1999,Canada,University,Part-time student,Females,6.0
784104,1998/1999,Canada,University,Full-time student,Males,
784105,1998/1999,Canada,University,Full-time student,Females,
784107,1998/1999,Canada,University,Part-time student,Females,
784191,1998/1999,Canada,University,Full-time student,Males,18.0
784192,1998/1999,Canada,University,Full-time student,Females,6.0
784194,1998/1999,Canada,University,Part-time student,Males,9.0
784195,1998/1999,Canada,University,Part-time student,Females,6.0
784297,1998/1999,Canada,University,Full-time student,Males,3.0
784298,1998/1999,Canada,University,Full-time student,Females,3.0
784300,1998/1999,Canada,University,Part-time student,Males,
784398,1998/1999,Canada,University,Full-time student,Males,3.0
784399,1998/1999,Canada,University,Full-time student,Females,3.0
784401,1998/1999,Canada,University,Part-time student,Males,
784696,1998/1999,Canada,University,Full-time student,Males,1512.0
784697,1998/1999,Canada,University,Full-time student,Females,927.0
784700,1998/1999,Canada,University,Part-time student,Males,636.0
784701,1998/1999,Canada,University,Part-time student,Females,303.0
784844,1998/1999,Canada,University,Full-time student,Males,3.0
784845,1998/1999,Canada,University,Full-time student,Females,
784847,1998/1999,Canada,University,Part-time student,Males,
784848,1998/1999,Canada,University,Part-time student,Females,0.0
784958,1998/1999,Canada,University,Full-time student,Males,42.0
784959,1998/1999,Canada,University,Full-time student,Females,21.0
784961,1998/1999,Canada,University,Part-time student,Males,150.0
784962,1998/1999,Canada,University,Part-time student,Females,51.0
785096,1998/1999,Canada,University,Full-time student,Males,1467.0
785097,1998/1999,Canada,University,Full-time student,Females,909.0
785100,1998/1999,Canada,University,Part-time student,Males,486.0
785101,1998/1999,Canada,University,Part-time student,Females,249.0
785234,1998/1999,Canada,University,Full-time student,Males,
785235,1998/1999,Canada,University,Full-time student,Females,
785237,1998/1999,Canada,University,Part-time student,Males,
785238,1998/1999,Canada,University,Part-time student,Females,
785470,1998/1999,Canada,University,Full-time student,Males,882.0
785471,1998/1999,Canada,University,Full-time student,Females,255.0
785474,1998/1999,Canada,University,Part-time student,Males,72.0
785475,1998/1999,Canada,University,Part-time student,Females,21.0
785701,1998/1999,Canada,University,Full-time student,Males,882.0
785702,1998/1999,Canada,University,Full-time student,Females,255.0
785705,1998/1999,Canada,University,Part-time student,Males,72.0
785706,1998/1999,Canada,University,Part-time student,Females,21.0
785966,1998/1999,Canada,University,Full-time student,Males,
785967,1998/1999,Canada,University,Full-time student,Females,
785969,1998/1999,Canada,University,Part-time student,Males,
785970,1998/1999,Canada,University,Part-time student,Females,
786092,1998/1999,Canada,University,Part-time student,Males,
786093,1998/1999,Canada,University,Part-time student,Females,
786186,1998/1999,Canada,University,Full-time student,Males,
786187,1998/1999,Canada,University,Full-time student,Females,
786321,1998/1999,Canada,University,Full-time student,Males,
786323,1998/1999,Canada,University,Part-time student,Males,
786324,1998/1999,Canada,University,Part-time student,Females,
786433,1998/1999,Canada,University,Full-time student,Males,
786434,1998/1999,Canada,University,Full-time student,Females,
786436,1998/1999,Canada,University,Part-time student,Males,
786437,1998/1999,Canada,University,Part-time student,Females,
786542,1998/1999,Canada,University,Part-time student,Males,
786630,1998/1999,Canada,University,Part-time student,Males,
786751,1998/1999,Canada,University,Full-time student,Males,30.0
786752,1998/1999,Canada,University,Full-time student,Females,12.0
786754,1998/1999,Canada,University,Part-time student,Males,336.0
786755,1998/1999,Canada,University,Part-time student,Females,150.0
786903,1998/1999,Canada,University,Full-time student,Males,30.0
786904,1998/1999,Canada,University,Full-time student,Females,12.0
786906,1998/1999,Canada,University,Part-time student,Males,336.0
786907,1998/1999,Canada,University,Part-time student,Females,150.0
787040,1998/1999,Canada,University,Full-time student,Males,3.0
787041,1998/1999,Canada,University,Full-time student,Females,6.0
787043,1998/1999,Canada,University,Part-time student,Males,12.0
787044,1998/1999,Canada,University,Part-time student,Females,9.0
787179,1998/1999,Canada,University,Full-time student,Males,3.0
787180,1998/1999,Canada,University,Full-time student,Females,6.0
787182,1998/1999,Canada,University,Part-time student,Males,12.0
787183,1998/1999,Canada,University,Part-time student,Females,9.0
787321,1998/1999,Canada,University,Part-time student,Males,
787322,1998/1999,Canada,University,Part-time student,Females,
787451,1998/1999,Canada,University,Part-time student,Males,
787452,1998/1999,Canada,University,Part-time student,Females,
787598,1998/1999,Canada,College,Full-time student,Males,17850.0
787599,1998/1999,Canada,College,Full-time student,Females,6519.0
787602,1998/1999,Canada,College,Part-time student,Males,2628.0
787603,1998/1999,Canada,College,Part-time student,Females,1791.0
787817,1998/1999,Canada,College,Full-time student,Males,
787818,1998/1999,Canada,College,Full-time student,Females,
787821,1998/1999,Canada,College,Part-time student,Males,
787822,1998/1999,Canada,College,Part-time student,Females,
787984,1998/1999,Canada,College,Full-time student,Males,
787985,1998/1999,Canada,College,Full-time student,Females,
787988,1998/1999,Canada,College,Part-time student,Males,
787989,1998/1999,Canada,College,Part-time student,Females,
788140,1998/1999,Canada,College,Full-time student,Males,
788141,1998/1999,Canada,College,Full-time student,Females,
788144,1998/1999,Canada,College,Part-time student,Males,
788145,1998/1999,Canada,College,Part-time student,Females,
788296,1998/1999,Canada,College,Full-time student,Males,
788297,1998/1999,Canada,College,Full-time student,Females,
788299,1998/1999,Canada,College,Part-time student,Males,
788300,1998/1999,Canada,College,Part-time student,Females,
788439,1998/1999,Canada,College,Full-time student,Males,
788440,1998/1999,Canada,College,Full-time student,Females,
788442,1998/1999,Canada,College,Part-time student,Males,
788443,1998/1999,Canada,College,Part-time student,Females,
788583,1998/1999,Canada,College,Full-time student,Males,17850.0
788584,1998/1999,Canada,College,Full-time student,Females,6519.0
788587,1998/1999,Canada,College,Part-time student,Males,2628.0
788588,1998/1999,Canada,College,Part-time student,Females,1791.0
788746,1998/1999,Canada,College,Full-time student,Males,
788747,1998/1999,Canada,College,Full-time student,Females,
788750,1998/1999,Canada,College,Part-time student,Males,
788751,1998/1999,Canada,College,Part-time student,Females,
788892,1998/1999,Canada,College,Full-time student,Males,
788893,1998/1999,Canada,College,Full-time student,Females,
788895,1998/1999,Canada,College,Part-time student,Males,
788896,1998/1999,Canada,College,Part-time student,Females,
789060,1998/1999,Canada,College,Part-time student,Females,
789142,1998/1999,Canada,College,Full-time student,Males,
789143,1998/1999,Canada,College,Full-time student,Females,
789145,1998/1999,Canada,College,Part-time student,Males,
789146,1998/1999,Canada,College,Part-time student,Females,
789399,1998/1999,Canada,College,Part-time student,Males,
789504,1998/1999,Canada,College,Full-time student,Males,
789505,1998/1999,Canada,College,Full-time student,Females,
789606,1998/1999,Canada,College,Full-time student,Males,
789607,1998/1999,Canada,College,Full-time student,Females,
789950,1998/1999,Canada,College,Full-time student,Males,17850.0
789951,1998/1999,Canada,College,Full-time student,Females,6519.0
789954,1998/1999,Canada,College,Part-time student,Males,2628.0
789955,1998/1999,Canada,College,Part-time student,Females,1791.0
790117,1998/1999,Canada,College,Full-time student,Males,
790118,1998/1999,Canada,College,Full-time student,Females,
790121,1998/1999,Canada,College,Part-time student,Males,
790122,1998/1999,Canada,College,Part-time student,Females,
790284,1998/1999,Canada,College,Full-time student,Males,
790285,1998/1999,Canada,College,Full-time student,Females,
790288,1998/1999,Canada,College,Part-time student,Males,
790289,1998/1999,Canada,College,Part-time student,Females,
790444,1998/1999,Canada,College,Full-time student,Males,
790445,1998/1999,Canada,College,Full-time student,Females,
790447,1998/1999,Canada,College,Part-time student,Males,
790448,1998/1999,Canada,College,Part-time student,Females,
790600,1998/1999,Canada,College,Full-time student,Males,17850.0
790601,1998/1999,Canada,College,Full-time student,Females,6519.0
790604,1998/1999,Canada,College,Part-time student,Males,2628.0
790605,1998/1999,Canada,College,Part-time student,Females,1791.0
790760,1998/1999,Canada,College,Full-time student,Males,
790761,1998/1999,Canada,College,Full-time student,Females,
790764,1998/1999,Canada,College,Part-time student,Males,
790765,1998/1999,Canada,College,Part-time student,Females,
790904,1998/1999,Canada,College,Full-time student,Males,
790905,1998/1999,Canada,College,Full-time student,Females,
790908,1998/1999,Canada,College,Part-time student,Males,
790909,1998/1999,Canada,College,Part-time student,Females,
791050,1998/1999,Canada,College,Full-time student,Males,
791051,1998/1999,Canada,College,Full-time student,Females,
791054,1998/1999,Canada,College,Part-time student,Males,
791055,1998/1999,Canada,College,Part-time student,Females,
791166,1998/1999,Canada,College,Full-time student,Males,
791167,1998/1999,Canada,College,Full-time student,Females,
791169,1998/1999,Canada,College,Part-time student,Males,
791170,1998/1999,Canada,College,Part-time student,Females,
791358,1998/1999,Canada,College,Full-time student,Males,
791359,1998/1999,Canada,College,Full-time student,Females,
791361,1998/1999,Canada,College,Part-time student,Males,
791362,1998/1999,Canada,College,Part-time student,Females,
791462,1998/1999,Canada,College,Full-time student,Males,
791463,1998/1999,Canada,College,Full-time student,Females,
791465,1998/1999,Canada,College,Part-time student,Males,
791466,1998/1999,Canada,College,Part-time student,Females,
791625,1998/1999,Canada,College,Full-time student,Males,
791626,1998/1999,Canada,College,Full-time student,Females,
791629,1998/1999,Canada,College,Part-time student,Males,
791630,1998/1999,Canada,College,Part-time student,Females,
791778,1998/1999,Canada,College,Full-time student,Males,
791779,1998/1999,Canada,College,Full-time student,Females,
791782,1998/1999,Canada,College,Part-time student,Males,
791970,1998/1999,Canada,College,Full-time student,Males,
791971,1998/1999,Canada,College,Full-time student,Females,
791974,1998/1999,Canada,College,Part-time student,Males,
791975,1998/1999,Canada,College,Part-time student,Females,
792110,1998/1999,Canada,College,Full-time student,Males,
792111,1998/1999,Canada,College,Full-time student,Females,
792113,1998/1999,Canada,College,Part-time student,Males,
792114,1998/1999,Canada,College,Part-time student,Females,
792247,1998/1999,Canada,College,Full-time student,Males,
792248,1998/1999,Canada,College,Full-time student,Females,
792250,1998/1999,Canada,College,Part-time student,Males,
792251,1998/1999,Canada,College,Part-time student,Females,
792345,1998/1999,Canada,College,Full-time student,Males,
792346,1998/1999,Canada,College,Full-time student,Females,
792348,1998/1999,Canada,College,Part-time student,Males,
792349,1998/1999,Canada,College,Part-time student,Females,
792469,1998/1999,Canada,College,Full-time student,Males,
792470,1998/1999,Canada,College,Full-time student,Females,
792472,1998/1999,Canada,College,Part-time student,Males,
792473,1998/1999,Canada,College,Part-time student,Females,
792848,1998/1999,Canada,College,Full-time student,Males,
792849,1998/1999,Canada,College,Full-time student,Females,
792979,1998/1999,Canada,College,Full-time student,Males,
792980,1998/1999,Canada,College,Full-time student,Females,
793135,1998/1999,Canada,College,Full-time student,Males,
793136,1998/1999,Canada,College,Full-time student,Females,
793138,1998/1999,Canada,College,Part-time student,Males,
793139,1998/1999,Canada,College,Part-time student,Females,
793292,1998/1999,Canada,College,Full-time student,Males,
793293,1998/1999,Canada,College,Full-time student,Females,
793295,1998/1999,Canada,College,Part-time student,Males,
793296,1998/1999,Canada,College,Part-time student,Females,
793444,1998/1999,Canada,College,Full-time student,Males,
793445,1998/1999,Canada,College,Full-time student,Females,
793447,1998/1999,Canada,College,Part-time student,Males,
793448,1998/1999,Canada,College,Part-time student,Females,
793588,1998/1999,Canada,College,Full-time student,Males,
793589,1998/1999,Canada,College,Full-time student,Females,
793591,1998/1999,Canada,College,Part-time student,Males,
793592,1998/1999,Canada,College,Part-time student,Females,
793752,1998/1999,Canada,College,Full-time student,Males,
793753,1998/1999,Canada,College,Full-time student,Females,
793755,1998/1999,Canada,College,Part-time student,Males,
793756,1998/1999,Canada,College,Part-time student,Females,
793906,1998/1999,Canada,College,Full-time student,Males,
793907,1998/1999,Canada,College,Full-time student,Females,
793909,1998/1999,Canada,College,Part-time student,Males,
793910,1998/1999,Canada,College,Part-time student,Females,
908086,1999/2000,Canada,University,Full-time student,Males,21516.0
908087,1999/2000,Canada,University,Full-time student,Females,8733.0
908090,1999/2000,Canada,University,Part-time student,Males,7764.0
908091,1999/2000,Canada,University,Part-time student,Females,3360.0
908268,1999/2000,Canada,University,Full-time student,Males,450.0
908269,1999/2000,Canada,University,Full-time student,Females,243.0
908271,1999/2000,Canada,University,Part-time student,Males,1773.0
908272,1999/2000,Canada,University,Part-time student,Females,1026.0
908414,1999/2000,Canada,University,Full-time student,Males,117.0
908415,1999/2000,Canada,University,Full-time student,Females,48.0
908418,1999/2000,Canada,University,Part-time student,Males,192.0
908419,1999/2000,Canada,University,Part-time student,Females,102.0
908574,1999/2000,Canada,University,Full-time student,Males,20910.0
908575,1999/2000,Canada,University,Full-time student,Females,8415.0
908578,1999/2000,Canada,University,Part-time student,Males,5451.0
908579,1999/2000,Canada,University,Part-time student,Females,2082.0
908721,1999/2000,Canada,University,Full-time student,Males,
908722,1999/2000,Canada,University,Full-time student,Females,
908724,1999/2000,Canada,University,Part-time student,Males,
908725,1999/2000,Canada,University,Part-time student,Females,
908835,1999/2000,Canada,University,Full-time student,Males,
908836,1999/2000,Canada,University,Full-time student,Females,
908838,1999/2000,Canada,University,Part-time student,Males,
908839,1999/2000,Canada,University,Part-time student,Females,
908926,1999/2000,Canada,University,Full-time student,Males,
908927,1999/2000,Canada,University,Full-time student,Females,
908929,1999/2000,Canada,University,Part-time student,Males,
908930,1999/2000,Canada,University,Part-time student,Females,
909081,1999/2000,Canada,University,Full-time student,Males,42.0
909082,1999/2000,Canada,University,Full-time student,Females,27.0
909084,1999/2000,Canada,University,Part-time student,Males,348.0
909085,1999/2000,Canada,University,Part-time student,Females,153.0
909605,1999/2000,Canada,University,Full-time student,Males,
909606,1999/2000,Canada,University,Full-time student,Females,
909609,1999/2000,Canada,University,Part-time student,Males,
909610,1999/2000,Canada,University,Part-time student,Females,
909760,1999/2000,Canada,University,Full-time student,Males,
909761,1999/2000,Canada,University,Full-time student,Females,
909763,1999/2000,Canada,University,Part-time student,Males,
909764,1999/2000,Canada,University,Part-time student,Females,
909895,1999/2000,Canada,University,Full-time student,Males,
909896,1999/2000,Canada,University,Full-time student,Females,
909899,1999/2000,Canada,University,Part-time student,Males,
909900,1999/2000,Canada,University,Part-time student,Females,
910016,1999/2000,Canada,University,Part-time student,Males,
910017,1999/2000,Canada,University,Part-time student,Females,
910501,1999/2000,Canada,University,Full-time student,Males,
910502,1999/2000,Canada,University,Full-time student,Females,
910603,1999/2000,Canada,University,Full-time student,Males,
910604,1999/2000,Canada,University,Full-time student,Females,
910834,1999/2000,Canada,University,Full-time student,Males,18945.0
910835,1999/2000,Canada,University,Full-time student,Females,7368.0
910838,1999/2000,Canada,University,Part-time student,Males,6666.0
910839,1999/2000,Canada,University,Part-time student,Females,2883.0
910995,1999/2000,Canada,University,Full-time student,Males,447.0
910996,1999/2000,Canada,University,Full-time student,Females,240.0
910998,1999/2000,Canada,University,Part-time student,Males,1773.0
910999,1999/2000,Canada,University,Part-time student,Females,1026.0
911134,1999/2000,Canada,University,Full-time student,Males,48.0
911135,1999/2000,Canada,University,Full-time student,Females,30.0
911138,1999/2000,Canada,University,Part-time student,Males,30.0
911139,1999/2000,Canada,University,Part-time student,Females,51.0
911288,1999/2000,Canada,University,Full-time student,Males,18453.0
911289,1999/2000,Canada,University,Full-time student,Females,7095.0
911292,1999/2000,Canada,University,Part-time student,Males,4866.0
911293,1999/2000,Canada,University,Part-time student,Females,1809.0
911422,1999/2000,Canada,University,Full-time student,Males,
911423,1999/2000,Canada,University,Full-time student,Females,
911425,1999/2000,Canada,University,Part-time student,Males,
911426,1999/2000,Canada,University,Part-time student,Females,
911534,1999/2000,Canada,University,Full-time student,Males,
911535,1999/2000,Canada,University,Full-time student,Females,
911537,1999/2000,Canada,University,Part-time student,Males,
911538,1999/2000,Canada,University,Part-time student,Females,
911581,1999/2000,Canada,University,Full-time student,Females,
911648,1999/2000,Canada,University,Full-time student,Males,
911649,1999/2000,Canada,University,Full-time student,Females,
911651,1999/2000,Canada,University,Part-time student,Males,
911652,1999/2000,Canada,University,Part-time student,Females,
911776,1999/2000,Canada,University,Full-time student,Males,
911777,1999/2000,Canada,University,Full-time student,Females,
911779,1999/2000,Canada,University,Part-time student,Males,
911780,1999/2000,Canada,University,Part-time student,Females,
911907,1999/2000,Canada,University,Full-time student,Males,
911908,1999/2000,Canada,University,Full-time student,Females,
911910,1999/2000,Canada,University,Part-time student,Males,
911911,1999/2000,Canada,University,Part-time student,Females,
912031,1999/2000,Canada,University,Full-time student,Males,
912032,1999/2000,Canada,University,Full-time student,Females,
912034,1999/2000,Canada,University,Part-time student,Males,
912035,1999/2000,Canada,University,Part-time student,Females,
912145,1999/2000,Canada,University,Full-time student,Males,
912146,1999/2000,Canada,University,Full-time student,Females,
912317,1999/2000,Canada,University,Full-time student,Males,9.0
912318,1999/2000,Canada,University,Full-time student,Females,3.0
912320,1999/2000,Canada,University,Part-time student,Males,9.0
912321,1999/2000,Canada,University,Part-time student,Females,6.0
912402,1999/2000,Canada,University,Full-time student,Males,
912403,1999/2000,Canada,University,Full-time student,Females,
912405,1999/2000,Canada,University,Part-time student,Females,
912489,1999/2000,Canada,University,Full-time student,Males,9.0
912490,1999/2000,Canada,University,Full-time student,Females,3.0
912492,1999/2000,Canada,University,Part-time student,Males,9.0
912493,1999/2000,Canada,University,Part-time student,Females,6.0
912595,1999/2000,Canada,University,Full-time student,Males,3.0
912596,1999/2000,Canada,University,Full-time student,Females,0.0
912598,1999/2000,Canada,University,Part-time student,Males,
912696,1999/2000,Canada,University,Full-time student,Males,3.0
912697,1999/2000,Canada,University,Full-time student,Females,0.0
912699,1999/2000,Canada,University,Part-time student,Males,
912994,1999/2000,Canada,University,Full-time student,Males,1668.0
912995,1999/2000,Canada,University,Full-time student,Females,1080.0
912998,1999/2000,Canada,University,Part-time student,Males,654.0
912999,1999/2000,Canada,University,Part-time student,Females,309.0
913142,1999/2000,Canada,University,Full-time student,Males,3.0
913143,1999/2000,Canada,University,Full-time student,Females,0.0
913145,1999/2000,Canada,University,Part-time student,Males,
913146,1999/2000,Canada,University,Part-time student,Females,
913256,1999/2000,Canada,University,Full-time student,Males,66.0
913257,1999/2000,Canada,University,Full-time student,Females,15.0
913259,1999/2000,Canada,University,Part-time student,Males,162.0
913260,1999/2000,Canada,University,Part-time student,Females,51.0
913394,1999/2000,Canada,University,Full-time student,Males,1602.0
913395,1999/2000,Canada,University,Full-time student,Females,1062.0
913398,1999/2000,Canada,University,Part-time student,Males,492.0
913399,1999/2000,Canada,University,Part-time student,Females,255.0
913532,1999/2000,Canada,University,Full-time student,Males,
913533,1999/2000,Canada,University,Full-time student,Females,
913535,1999/2000,Canada,University,Part-time student,Males,
913536,1999/2000,Canada,University,Part-time student,Females,
913768,1999/2000,Canada,University,Full-time student,Males,861.0
913769,1999/2000,Canada,University,Full-time student,Females,258.0
913772,1999/2000,Canada,University,Part-time student,Males,96.0
913773,1999/2000,Canada,University,Part-time student,Females,18.0
913999,1999/2000,Canada,University,Full-time student,Males,861.0
914000,1999/2000,Canada,University,Full-time student,Females,258.0
914003,1999/2000,Canada,University,Part-time student,Males,96.0
914004,1999/2000,Canada,University,Part-time student,Females,18.0
914264,1999/2000,Canada,University,Full-time student,Males,
914265,1999/2000,Canada,University,Full-time student,Females,
914267,1999/2000,Canada,University,Part-time student,Males,
914268,1999/2000,Canada,University,Part-time student,Females,
914390,1999/2000,Canada,University,Part-time student,Males,
914391,1999/2000,Canada,University,Part-time student,Females,
914484,1999/2000,Canada,University,Full-time student,Males,
914485,1999/2000,Canada,University,Full-time student,Females,
914619,1999/2000,Canada,University,Full-time student,Males,
914621,1999/2000,Canada,University,Part-time student,Males,
914622,1999/2000,Canada,University,Part-time student,Females,
914731,1999/2000,Canada,University,Full-time student,Males,
914732,1999/2000,Canada,University,Full-time student,Females,
914734,1999/2000,Canada,University,Part-time student,Males,
914735,1999/2000,Canada,University,Part-time student,Females,
914840,1999/2000,Canada,University,Part-time student,Males,
914928,1999/2000,Canada,University,Part-time student,Males,
915049,1999/2000,Canada,University,Full-time student,Males,21.0
915050,1999/2000,Canada,University,Full-time student,Females,15.0
915052,1999/2000,Canada,University,Part-time student,Males,336.0
915053,1999/2000,Canada,University,Part-time student,Females,138.0
915201,1999/2000,Canada,University,Full-time student,Males,21.0
915202,1999/2000,Canada,University,Full-time student,Females,15.0
915204,1999/2000,Canada,University,Part-time student,Males,336.0
915205,1999/2000,Canada,University,Part-time student,Females,138.0
915338,1999/2000,Canada,University,Full-time student,Males,6.0
915339,1999/2000,Canada,University,Full-time student,Females,6.0
915341,1999/2000,Canada,University,Part-time student,Males,6.0
915342,1999/2000,Canada,University,Part-time student,Females,9.0
915477,1999/2000,Canada,University,Full-time student,Males,6.0
915478,1999/2000,Canada,University,Full-time student,Females,6.0
915480,1999/2000,Canada,University,Part-time student,Males,6.0
915481,1999/2000,Canada,University,Part-time student,Females,9.0
915619,1999/2000,Canada,University,Part-time student,Males,
915620,1999/2000,Canada,University,Part-time student,Females,
915749,1999/2000,Canada,University,Part-time student,Males,
915750,1999/2000,Canada,University,Part-time student,Females,
915896,1999/2000,Canada,College,Full-time student,Males,19416.0
915897,1999/2000,Canada,College,Full-time student,Females,6558.0
915900,1999/2000,Canada,College,Part-time student,Males,2787.0
915901,1999/2000,Canada,College,Part-time student,Females,1836.0
916115,1999/2000,Canada,College,Full-time student,Males,
916116,1999/2000,Canada,College,Full-time student,Females,
916119,1999/2000,Canada,College,Part-time student,Males,
916120,1999/2000,Canada,College,Part-time student,Females,
916282,1999/2000,Canada,College,Full-time student,Males,
916283,1999/2000,Canada,College,Full-time student,Females,
916286,1999/2000,Canada,College,Part-time student,Males,
916287,1999/2000,Canada,College,Part-time student,Females,
916438,1999/2000,Canada,College,Full-time student,Males,
916439,1999/2000,Canada,College,Full-time student,Females,
916442,1999/2000,Canada,College,Part-time student,Males,
916443,1999/2000,Canada,College,Part-time student,Females,
916594,1999/2000,Canada,College,Full-time student,Males,
916595,1999/2000,Canada,College,Full-time student,Females,
916597,1999/2000,Canada,College,Part-time student,Males,
916598,1999/2000,Canada,College,Part-time student,Females,
916737,1999/2000,Canada,College,Full-time student,Males,
916738,1999/2000,Canada,College,Full-time student,Females,
916740,1999/2000,Canada,College,Part-time student,Males,
916741,1999/2000,Canada,College,Part-time student,Females,
916881,1999/2000,Canada,College,Full-time student,Males,19416.0
916882,1999/2000,Canada,College,Full-time student,Females,6558.0
916885,1999/2000,Canada,College,Part-time student,Males,2787.0
916886,1999/2000,Canada,College,Part-time student,Females,1836.0
917044,1999/2000,Canada,College,Full-time student,Males,
917045,1999/2000,Canada,College,Full-time student,Females,
917048,1999/2000,Canada,College,Part-time student,Males,
917049,1999/2000,Canada,College,Part-time student,Females,
917190,1999/2000,Canada,College,Full-time student,Males,
917191,1999/2000,Canada,College,Full-time student,Females,
917193,1999/2000,Canada,College,Part-time student,Males,
917194,1999/2000,Canada,College,Part-time student,Females,
917358,1999/2000,Canada,College,Part-time student,Females,
917440,1999/2000,Canada,College,Full-time student,Males,
917441,1999/2000,Canada,College,Full-time student,Females,
917443,1999/2000,Canada,College,Part-time student,Males,
917444,1999/2000,Canada,College,Part-time student,Females,
917697,1999/2000,Canada,College,Part-time student,Males,
917802,1999/2000,Canada,College,Full-time student,Males,
917803,1999/2000,Canada,College,Full-time student,Females,
917904,1999/2000,Canada,College,Full-time student,Males,
917905,1999/2000,Canada,College,Full-time student,Females,
918248,1999/2000,Canada,College,Full-time student,Males,19416.0
918249,1999/2000,Canada,College,Full-time student,Females,6558.0
918252,1999/2000,Canada,College,Part-time student,Males,2787.0
918253,1999/2000,Canada,College,Part-time student,Females,1836.0
918415,1999/2000,Canada,College,Full-time student,Males,
918416,1999/2000,Canada,College,Full-time student,Females,
918419,1999/2000,Canada,College,Part-time student,Males,
918420,1999/2000,Canada,College,Part-time student,Females,
918582,1999/2000,Canada,College,Full-time student,Males,
918583,1999/2000,Canada,College,Full-time student,Females,
918586,1999/2000,Canada,College,Part-time student,Males,
918587,1999/2000,Canada,College,Part-time student,Females,
918742,1999/2000,Canada,College,Full-time student,Males,
918743,1999/2000,Canada,College,Full-time student,Females,
918745,1999/2000,Canada,College,Part-time student,Males,
918746,1999/2000,Canada,College,Part-time student,Females,
918898,1999/2000,Canada,College,Full-time student,Males,19416.0
918899,1999/2000,Canada,College,Full-time student,Females,6558.0
918902,1999/2000,Canada,College,Part-time student,Males,2787.0
918903,1999/2000,Canada,College,Part-time student,Females,1836.0
919058,1999/2000,Canada,College,Full-time student,Males,
919059,1999/2000,Canada,College,Full-time student,Females,
919062,1999/2000,Canada,College,Part-time student,Males,
919063,1999/2000,Canada,College,Part-time student,Females,
919202,1999/2000,Canada,College,Full-time student,Males,
919203,1999/2000,Canada,College,Full-time student,Females,
919206,1999/2000,Canada,College,Part-time student,Males,
919207,1999/2000,Canada,College,Part-time student,Females,
919348,1999/2000,Canada,College,Full-time student,Males,
919349,1999/2000,Canada,College,Full-time student,Females,
919352,1999/2000,Canada,College,Part-time student,Males,
919353,1999/2000,Canada,College,Part-time student,Females,
919464,1999/2000,Canada,College,Full-time student,Males,
919465,1999/2000,Canada,College,Full-time student,Females,
919467,1999/2000,Canada,College,Part-time student,Males,
919468,1999/2000,Canada,College,Part-time student,Females,
919656,1999/2000,Canada,College,Full-time student,Males,
919657,1999/2000,Canada,College,Full-time student,Females,
919659,1999/2000,Canada,College,Part-time student,Males,
919660,1999/2000,Canada,College,Part-time student,Females,
919760,1999/2000,Canada,College,Full-time student,Males,
919761,1999/2000,Canada,College,Full-time student,Females,
919763,1999/2000,Canada,College,Part-time student,Males,
919764,1999/2000,Canada,College,Part-time student,Females,
919923,1999/2000,Canada,College,Full-time student,Males,
919924,1999/2000,Canada,College,Full-time student,Females,
919927,1999/2000,Canada,College,Part-time student,Males,
919928,1999/2000,Canada,College,Part-time student,Females,
920076,1999/2000,Canada,College,Full-time student,Males,
920077,1999/2000,Canada,College,Full-time student,Females,
920080,1999/2000,Canada,College,Part-time student,Males,
920268,1999/2000,Canada,College,Full-time student,Males,
920269,1999/2000,Canada,College,Full-time student,Females,
920272,1999/2000,Canada,College,Part-time student,Males,
920273,1999/2000,Canada,College,Part-time student,Females,
920408,1999/2000,Canada,College,Full-time student,Males,
920409,1999/2000,Canada,College,Full-time student,Females,
920411,1999/2000,Canada,College,Part-time student,Males,
920412,1999/2000,Canada,College,Part-time student,Females,
920545,1999/2000,Canada,College,Full-time student,Males,
920546,1999/2000,Canada,College,Full-time student,Females,
920548,1999/2000,Canada,College,Part-time student,Males,
920549,1999/2000,Canada,College,Part-time student,Females,
920643,1999/2000,Canada,College,Full-time student,Males,
920644,1999/2000,Canada,College,Full-time student,Females,
920646,1999/2000,Canada,College,Part-time student,Males,
920647,1999/2000,Canada,College,Part-time student,Females,
920767,1999/2000,Canada,College,Full-time student,Males,
920768,1999/2000,Canada,College,Full-time student,Females,
920770,1999/2000,Canada,College,Part-time student,Males,
920771,1999/2000,Canada,College,Part-time student,Females,
921146,1999/2000,Canada,College,Full-time student,Males,
921147,1999/2000,Canada,College,Full-time student,Females,
921277,1999/2000,Canada,College,Full-time student,Males,
921278,1999/2000,Canada,College,Full-time student,Females,
921433,1999/2000,Canada,College,Full-time student,Males,
921434,1999/2000,Canada,College,Full-time student,Females,
921436,1999/2000,Canada,College,Part-time student,Males,
921437,1999/2000,Canada,College,Part-time student,Females,
921590,1999/2000,Canada,College,Full-time student,Males,
921591,1999/2000,Canada,College,Full-time student,Females,
