,REF_DATE,GEO,Institution type,Registration status,Sex,VALUE
147652,1993/1994,Canada,College,Full-time student,Males,
147653,1993/1994,Canada,College,Full-time student,Females,
147655,1993/1994,Canada,College,Part-time student,Males,
147656,1993/1994,Canada,College,Part-time student,Females,
147909,1993/1994,Canada,College,Part-time student,Males,
148014,1993/1994,Canada,College,Full-time student,Males,
148015,1993/1994,Canada,College,Full-time student,Females,
148116,1993/1994,Canada,College,Full-time student,Males,
148117,1993/1994,Canada,College,Full-time student,Females,
148460,1993/1994,Canada,College,Full-time student,Males,11667.0
148461,1993/1994,Canada,College,Full-time student,Females,5649.0
148464,1993/1994,Canada,College,Part-time student,Males,1554.0
148465,1993/1994,Canada,College,Part-time student,Females,1947.0
148627,1993/1994,Canada,College,Full-time student,Males,
148628,1993/1994,Canada,College,Full-time student,Females,
148631,1993/1994,Canada,College,Part-time student,Males,
148632,1993/1994,Canada,College,Part-time student,Females,
148794,1993/1994,Canada,College,Full-time student,Males,
148795,1993/1994,Canada,College,Full-time student,Females,
148798,1993/1994,Canada,College,Part-time student,Males,
148799,1993/1994,Canada,College,Part-time student,Females,
148954,1993/1994,Canada,College,Full-time student,Males,
148955,1993/1994,Canada,College,Full-time student,Females,
148957,1993/1994,Canada,College,Part-time student,Males,
148958,1993/1994,Canada,College,Part-time student,Females,
149110,1993/1994,Canada,College,Full-time student,Males,11667.0
149111,1993/1994,Canada,College,Full-time student,Females,5649.0
149114,1993/1994,Canada,College,Part-time student,Males,1554.0
149115,1993/1994,Canada,College,Part-time student,Females,1947.0
149270,1993/1994,Canada,College,Full-time student,Males,
149271,1993/1994,Canada,College,Full-time student,Females,
149274,1993/1994,Canada,College,Part-time student,Males,
149275,1993/1994,Canada,College,Part-time student,Females,
149414,1993/1994,Canada,College,Full-time student,Males,
149415,1993/1994,Canada,College,Full-time student,Females,
149418,1993/1994,Canada,College,Part-time student,Males,
149419,1993/1994,Canada,College,Part-time student,Females,
149560,1993/1994,Canada,College,Full-time student,Males,
149561,1993/1994,Canada,College,Full-time student,Females,
149564,1993/1994,Canada,College,Part-time student,Males,
149565,1993/1994,Canada,College,Part-time student,Females,
149676,1993/1994,Canada,College,Full-time student,Males,
149677,1993/1994,Canada,College,Full-time student,Females,
149679,1993/1994,Canada,College,Part-time student,Males,
149680,1993/1994,Canada,College,Part-time student,Females,
149868,1993/1994,Canada,College,Full-time student,Males,
149869,1993/1994,Canada,College,Full-time student,Females,
149871,1993/1994,Canada,College,Part-time student,Males,
149872,1993/1994,Canada,College,Part-time student,Females,
149972,1993/1994,Canada,College,Full-time student,Males,
149973,1993/1994,Canada,College,Full-time student,Females,
149975,1993/1994,Canada,College,Part-time student,Males,
149976,1993/1994,Canada,College,Part-time student,Females,
150135,1993/1994,Canada,College,Full-time student,Males,
150136,1993/1994,Canada,College,Full-time student,Females,
150139,1993/1994,Canada,College,Part-time student,Males,
150140,1993/1994,Canada,College,Part-time student,Females,
150288,1993/1994,Canada,College,Full-time student,Males,
150289,1993/1994,Canada,College,Full-time student,Females,
150292,1993/1994,Canada,College,Part-time student,Males,
150480,1993/1994,Canada,College,Full-time student,Males,
150481,1993/1994,Canada,College,Full-time student,Females,
150484,1993/1994,Canada,College,Part-time student,Males,
150485,1993/1994,Canada,College,Part-time student,Females,
150620,1993/1994,Canada,College,Full-time student,Males,
150621,1993/1994,Canada,College,Full-time student,Females,
150623,1993/1994,Canada,College,Part-time student,Males,
150624,1993/1994,Canada,College,Part-time student,Females,
150757,1993/1994,Canada,College,Full-time student,Males,
150758,1993/1994,Canada,College,Full-time student,Females,
150760,1993/1994,Canada,College,Part-time student,Males,
150761,1993/1994,Canada,College,Part-time student,Females,
150855,1993/1994,Canada,College,Full-time student,Males,
150856,1993/1994,Canada,College,Full-time student,Females,
150858,1993/1994,Canada,College,Part-time student,Males,
150859,1993/1994,Canada,College,Part-time student,Females,
150979,1993/1994,Canada,College,Full-time student,Males,
150980,1993/1994,Canada,College,Full-time student,Females,
150982,1993/1994,Canada,College,Part-time student,Males,
150983,1993/1994,Canada,College,Part-time student,Females,
151358,1993/1994,Canada,College,Full-time student,Males,
151359,1993/1994,Canada,College,Full-time student,Females,
151489,1993/1994,Canada,College,Full-time student,Males,
151490,1993/1994,Canada,College,Full-time student,Females,
151645,1993/1994,Canada,College,Full-time student,Males,
151646,1993/1994,Canada,College,Full-time student,Females,
151648,1993/1994,Canada,College,Part-time student,Males,
151649,1993/1994,Canada,College,Part-time student,Females,
151802,1993/1994,Canada,College,Full-time student,Males,
151803,1993/1994,Canada,College,Full-time student,Females,
151805,1993/1994,Canada,College,Part-time student,Males,
151806,1993/1994,Canada,College,Part-time student,Females,
151954,1993/1994,Canada,College,Full-time student,Males,
151955,1993/1994,Canada,College,Full-time student,Females,
151957,1993/1994,Canada,College,Part-time student,Males,
151958,1993/1994,Canada,College,Part-time student,Females,
152098,1993/1994,Canada,College,Full-time student,Males,
152099,1993/1994,Canada,College,Full-time student,Females,
152101,1993/1994,Canada,College,Part-time student,Males,
152102,1993/1994,Canada,College,Part-time student,Females,
152262,1993/1994,Canada,College,Full-time student,Males,
152263,1993/1994,Canada,College,Full-time student,Females,
152265,1993/1994,Canada,College,Part-time student,Males,
152266,1993/1994,Canada,College,Part-time student,Females,
152416,1993/1994,Canada,College,Full-time student,Males,
152417,1993/1994,Canada,College,Full-time student,Females,
152419,1993/1994,Canada,College,Part-time student,Males,
152420,1993/1994,Canada,College,Part-time student,Females,
266596,1994/1995,Canada,University,Full-time student,Males,16524.0
266597,1994/1995,Canada,University,Full-time student,Females,6846.0
266600,1994/1995,Canada,University,Part-time student,Males,6279.0
266601,1994/1995,Canada,University,Part-time student,Females,2808.0
266778,1994/1995,Canada,University,Full-time student,Males,408.0
266779,1994/1995,Canada,University,Full-time student,Females,213.0
266781,1994/1995,Canada,University,Part-time student,Males,1629.0
266782,1994/1995,Canada,University,Part-time student,Females,942.0
266924,1994/1995,Canada,University,Full-time student,Males,15.0
266925,1994/1995,Canada,University,Full-time student,Females,27.0
266928,1994/1995,Canada,University,Part-time student,Males,99.0
266929,1994/1995,Canada,University,Part-time student,Females,99.0
267084,1994/1995,Canada,University,Full-time student,Males,16038.0
267085,1994/1995,Canada,University,Full-time student,Females,6570.0
267088,1994/1995,Canada,University,Part-time student,Males,4140.0
267089,1994/1995,Canada,University,Part-time student,Females,1635.0
267231,1994/1995,Canada,University,Full-time student,Males,
267232,1994/1995,Canada,University,Full-time student,Females,
267234,1994/1995,Canada,University,Part-time student,Males,
267235,1994/1995,Canada,University,Part-time student,Females,
267345,1994/1995,Canada,University,Full-time student,Males,
267346,1994/1995,Canada,University,Full-time student,Females,
267348,1994/1995,Canada,University,Part-time student,Males,
267349,1994/1995,Canada,University,Part-time student,Females,
267436,1994/1995,Canada,University,Full-time student,Males,
267437,1994/1995,Canada,University,Full-time student,Females,
267439,1994/1995,Canada,University,Part-time student,Males,
267440,1994/1995,Canada,University,Part-time student,Females,
267591,1994/1995,Canada,University,Full-time student,Males,63.0
267592,1994/1995,Canada,University,Full-time student,Females,33.0
267594,1994/1995,Canada,University,Part-time student,Males,411.0
267595,1994/1995,Canada,University,Part-time student,Females,132.0
268115,1994/1995,Canada,University,Full-time student,Males,
268116,1994/1995,Canada,University,Full-time student,Females,
268119,1994/1995,Canada,University,Part-time student,Males,
268120,1994/1995,Canada,University,Part-time student,Females,
268270,1994/1995,Canada,University,Full-time student,Males,
268271,1994/1995,Canada,University,Full-time student,Females,
268273,1994/1995,Canada,University,Part-time student,Males,
268274,1994/1995,Canada,University,Part-time student,Females,
268405,1994/1995,Canada,University,Full-time student,Males,
268406,1994/1995,Canada,University,Full-time student,Females,
268409,1994/1995,Canada,University,Part-time student,Males,
268410,1994/1995,Canada,University,Part-time student,Females,
268526,1994/1995,Canada,University,Part-time student,Males,
268527,1994/1995,Canada,University,Part-time student,Females,
269011,1994/1995,Canada,University,Full-time student,Males,
269012,1994/1995,Canada,University,Full-time student,Females,
269113,1994/1995,Canada,University,Full-time student,Males,
269114,1994/1995,Canada,University,Full-time student,Females,
269344,1994/1995,Canada,University,Full-time student,Males,14091.0
269345,1994/1995,Canada,University,Full-time student,Females,5637.0
269348,1994/1995,Canada,University,Part-time student,Males,5136.0
269349,1994/1995,Canada,University,Part-time student,Females,2256.0
269505,1994/1995,Canada,University,Full-time student,Males,408.0
269506,1994/1995,Canada,University,Full-time student,Females,213.0
269508,1994/1995,Canada,University,Part-time student,Males,1629.0
269509,1994/1995,Canada,University,Part-time student,Females,942.0
269644,1994/1995,Canada,University,Full-time student,Males,9.0
269645,1994/1995,Canada,University,Full-time student,Females,21.0
269648,1994/1995,Canada,University,Part-time student,Males,3.0
269649,1994/1995,Canada,University,Part-time student,Females,21.0
269798,1994/1995,Canada,University,Full-time student,Males,13674.0
269799,1994/1995,Canada,University,Full-time student,Females,5400.0
269802,1994/1995,Canada,University,Part-time student,Males,3504.0
269803,1994/1995,Canada,University,Part-time student,Females,1293.0
269932,1994/1995,Canada,University,Full-time student,Males,
269933,1994/1995,Canada,University,Full-time student,Females,
269935,1994/1995,Canada,University,Part-time student,Males,
269936,1994/1995,Canada,University,Part-time student,Females,
270044,1994/1995,Canada,University,Full-time student,Males,
270045,1994/1995,Canada,University,Full-time student,Females,
270047,1994/1995,Canada,University,Part-time student,Males,
270048,1994/1995,Canada,University,Part-time student,Females,
270091,1994/1995,Canada,University,Full-time student,Females,
270158,1994/1995,Canada,University,Full-time student,Males,
270159,1994/1995,Canada,University,Full-time student,Females,
270161,1994/1995,Canada,University,Part-time student,Males,
270162,1994/1995,Canada,University,Part-time student,Females,
270286,1994/1995,Canada,University,Full-time student,Males,
270287,1994/1995,Canada,University,Full-time student,Females,
270289,1994/1995,Canada,University,Part-time student,Males,
270290,1994/1995,Canada,University,Part-time student,Females,
270417,1994/1995,Canada,University,Full-time student,Males,
270418,1994/1995,Canada,University,Full-time student,Females,
270420,1994/1995,Canada,University,Part-time student,Males,
270421,1994/1995,Canada,University,Part-time student,Females,
270541,1994/1995,Canada,University,Full-time student,Males,
270542,1994/1995,Canada,University,Full-time student,Females,
270544,1994/1995,Canada,University,Part-time student,Males,
270545,1994/1995,Canada,University,Part-time student,Females,
270655,1994/1995,Canada,University,Full-time student,Males,
270656,1994/1995,Canada,University,Full-time student,Females,
270827,1994/1995,Canada,University,Full-time student,Males,33.0
270828,1994/1995,Canada,University,Full-time student,Females,21.0
270830,1994/1995,Canada,University,Part-time student,Males,24.0
270831,1994/1995,Canada,University,Part-time student,Females,12.0
